age,gender,height,weight,activity,goal,calorie_target
35,male,171.9,60.3,moderate,maintain,2223.19
40,female,145.0,48.8,active,loss,1358.75
60,female,166.7,58.2,moderate,gain,2204.8
18,female,161.0,56.4,moderate,maintain,2250.55
47,female,154.2,43.6,active,loss,1114.45
39,male,170.0,56.7,moderate,gain,2559.38
33,female,173.5,84.3,light,gain,2970.0
55,female,152.9,59.6,light,maintain,1503.23
55,male,179.2,69.8,moderate,maintain,2379.15
22,female,163.7,51.9,moderate,maintain,2060.43
36,male,171.8,65.4,light,maintain,2308.65
45,male,180.8,53.7,light,maintain,2074.33
35,male,189.7,88.4,moderate,loss,2493.6
50,female,159.6,72.0,sedentary,gain,2183.95
45,male,172.8,103.5,sedentary,loss,1824.67
72,male,180.6,62.1,sedentary,maintain,1800.63
15,male,183.3,94.3,active,loss,3577.33
37,female,161.0,53.9,light,gain,2225.46
23,male,172.3,56.1,light,gain,2444.45
50,male,155.0,45.5,moderate,gain,2496.35
15,male,168.0,69.5,sedentary,loss,1494.8
46,female,152.9,46.3,sedentary,maintain,1262.23
28,male,181.2,69.8,active,loss,2486.63
26,male,172.8,65.7,moderate,gain,2877.3
15,female,159.7,52.7,sedentary,maintain,1507.54
31,female,161.9,53.3,moderate,maintain,1597.74
59,female,155.0,38.5,moderate,maintain,1381.37
39,male,189.0,87.1,moderate,maintain,2999.73
51,male,186.7,84.7,sedentary,gain,2619.25
69,male,189.6,73.3,light,maintain,2100.22
44,male,181.2,84.1,moderate,maintain,2796.81
29,female,161.8,79.3,light,maintain,1923.27
48,male,189.5,86.6,sedentary,gain,2480.27
30,female,156.6,73.5,sedentary,gain,2263.19
30,male,167.2,95.2,light,loss,2129.4
15,male,169.6,101.8,light,loss,2341.37
56,male,179.7,60.2,sedentary,maintain,1704.03
33,female,155.9,45.4,moderate,maintain,1839.42
43,female,160.8,56.9,light,loss,1056.09
21,female,149.2,54.7,light,loss,1144.2
47,female,165.8,85.7,moderate,maintain,2441.95
26,male,161.3,69.8,light,loss,1775.58
37,male,166.6,51.6,moderate,maintain,2019.28
55,male,186.0,73.5,sedentary,gain,2820.13
54,male,185.6,82.0,sedentary,gain,2535.31
39,male,178.4,55.0,light,gain,2543.91
15,female,164.2,64.9,active,loss,2118.11
93,female,157.8,46.4,sedentary,loss,800.0
71,male,168.0,46.8,moderate,loss,1316.42
53,male,171.7,58.2,sedentary,gain,2353.27
26,male,161.4,67.3,light,maintain,2072.24
37,male,177.3,81.1,sedentary,loss,1772.53
30,female,162.4,64.4,active,maintain,2332.12
62,male,166.6,79.0,light,loss,1633.74
44,male,189.1,100.1,sedentary,maintain,2304.15
25,male,180.5,81.2,moderate,loss,2355.21
31,male,181.2,79.8,sedentary,loss,1553.17
60,female,158.1,61.4,sedentary,loss,866.13
68,male,175.0,71.5,sedentary,loss,1269.4
67,female,167.0,44.6,active,gain,2051.26
53,female,163.2,77.6,sedentary,maintain,1577.88
35,male,189.4,92.5,active,loss,2426.84
15,male,173.2,55.6,sedentary,maintain,1718.0
45,male,170.5,88.4,sedentary,loss,1573.74
39,male,180.7,69.7,active,maintain,3012.49
42,male,163.6,63.0,light,loss,1452.58
40,female,169.4,82.1,light,loss,1584.61
16,female,151.6,57.4,light,loss,1363.61
50,female,167.1,83.8,sedentary,maintain,1868.72
51,female,156.8,55.1,moderate,gain,2356.44
52,female,165.8,86.9,moderate,loss,1815.88
57,male,183.2,68.8,sedentary,loss,1316.3
50,male,176.4,93.1,active,loss,2656.76
32,female,152.4,37.2,light,maintain,1503.16
38,male,166.9,53.1,sedentary,loss,1314.58
41,male,168.4,71.9,light,loss,1940.93
41,female,146.8,47.9,active,gain,2521.27
57,female,171.0,69.2,light,loss,1312.1
51,female,162.9,64.2,light,gain,2024.07
77,male,164.8,50.6,active,loss,1557.11
79,female,173.6,57.2,moderate,loss,1300.05
41,female,156.4,61.3,moderate,gain,1968.7
15,male,177.3,66.0,sedentary,gain,2274.54
62,male,167.6,84.3,moderate,loss,1895.26
30,female,145.9,49.2,light,loss,948.6
25,male,162.7,72.1,active,maintain,2476.85
32,female,158.4,65.2,sedentary,loss,1114.5
31,male,183.1,71.4,light,gain,3096.11
51,female,164.8,43.4,sedentary,maintain,1241.28
15,male,176.3,91.1,light,gain,2802.99
20,male,156.9,48.2,sedentary,maintain,1665.46
46,male,186.4,77.1,moderate,maintain,2446.27
51,female,163.8,62.6,active,loss,1512.57
51,female,161.0,61.6,moderate,gain,2530.17
25,female,171.1,82.9,sedentary,loss,1554.99
22,male,186.2,83.3,light,maintain,2549.04
30,male,185.4,80.5,active,maintain,3298.14
44,male,172.8,85.3,sedentary,maintain,1906.68
66,female,154.0,63.3,light,maintain,1574.77
15,male,183.9,70.0,light,gain,2867.09
36,female,151.1,43.0,active,loss,1163.32
16,female,177.6,64.0,light,maintain,1942.85
15,female,162.2,62.6,sedentary,maintain,1732.75
57,female,153.5,43.3,moderate,loss,867.41
49,female,152.1,56.5,light,maintain,1496.04
48,male,163.5,62.6,moderate,gain,2891.22
56,male,176.3,49.7,sedentary,gain,2016.45
31,male,174.9,54.1,light,loss,1374.6
32,male,163.9,43.0,light,gain,2241.69
79,male,171.8,66.3,light,gain,2462.73
35,male,162.7,76.3,moderate,loss,1814.16
53,female,166.7,44.5,active,maintain,1981.68
40,male,174.5,55.0,moderate,gain,2886.72
15,female,159.0,58.8,moderate,maintain,2136.63
15,female,151.7,44.2,light,maintain,1651.18
29,female,159.6,48.9,sedentary,maintain,1428.99
59,female,158.7,66.6,moderate,loss,1394.13
54,female,164.5,58.9,sedentary,loss,928.86
56,male,176.5,53.9,sedentary,gain,2273.2
22,male,182.1,53.1,moderate,loss,2098.4
69,male,170.6,98.8,moderate,gain,2976.32
22,female,147.1,62.9,light,loss,1195.24
43,male,183.9,74.3,moderate,maintain,2536.58
39,male,166.6,67.7,active,maintain,2523.49
36,female,153.1,51.1,light,gain,2213.0
64,female,161.7,68.7,moderate,gain,2135.22
27,male,177.7,63.7,sedentary,gain,2533.57
15,female,157.8,53.6,active,maintain,2434.43
40,female,157.7,64.8,sedentary,loss,985.18
32,female,158.9,77.1,active,maintain,2745.38
100,male,187.7,96.4,active,loss,2521.46
52,female,162.0,77.5,moderate,loss,1578.88
32,female,154.3,53.8,moderate,maintain,1935.03
20,female,154.3,50.5,light,loss,1094.49
15,female,160.0,41.0,active,loss,1406.76
21,female,163.9,65.3,moderate,loss,1633.57
42,male,179.4,82.7,light,maintain,2622.99
65,male,176.1,70.3,sedentary,loss,1238.87
60,female,155.3,49.4,light,loss,882.68
44,female,158.6,74.5,moderate,maintain,1952.33
34,male,181.6,88.5,active,loss,2864.27
44,male,164.7,81.1,moderate,loss,2136.93
30,female,158.3,49.4,sedentary,maintain,1336.99
70,female,166.8,57.9,light,maintain,1279.04
36,male,182.9,98.4,moderate,gain,3435.91
38,female,160.5,61.2,moderate,loss,1504.85
15,female,158.7,54.0,light,maintain,1780.31
36,male,163.1,57.9,moderate,loss,1715.31
55,male,179.7,77.4,light,loss,1779.6
20,male,186.9,99.6,light,maintain,2742.61
26,male,198.1,91.3,moderate,maintain,2864.94
54,female,165.1,75.1,moderate,maintain,2203.85
15,female,161.6,68.2,sedentary,gain,2107.52
59,female,154.6,47.9,active,gain,2021.93
30,female,147.0,43.3,sedentary,loss,800.0
33,male,176.6,68.5,moderate,loss,1868.14
19,male,196.2,69.2,sedentary,maintain,2067.87
46,female,172.2,64.3,moderate,loss,1730.57
84,female,170.9,90.0,active,gain,3215.27
54,female,164.0,64.1,sedentary,gain,2147.55
24,male,178.2,65.3,active,loss,2474.3
60,male,153.2,76.5,sedentary,gain,2392.65
34,male,181.9,65.5,sedentary,maintain,2220.5
64,female,157.4,48.7,moderate,maintain,1651.48
54,female,156.4,72.2,moderate,loss,1492.25
15,female,159.4,68.6,sedentary,loss,1310.51
21,male,171.8,69.1,active,maintain,2778.07
56,female,156.3,67.7,moderate,maintain,1899.45
42,male,175.1,77.8,sedentary,gain,2533.87
21,female,157.5,46.3,active,maintain,2018.77
28,female,162.8,42.4,light,maintain,1533.75
15,male,161.6,56.0,sedentary,gain,2507.71
38,male,173.1,86.5,moderate,maintain,2548.71
79,female,153.2,51.8,moderate,loss,935.45
54,male,169.2,74.7,moderate,maintain,2170.53
79,male,176.3,77.2,active,loss,1769.66
55,male,160.6,42.2,active,gain,2702.38
58,male,167.6,62.3,sedentary,maintain,1811.94
75,male,180.1,83.1,active,loss,2161.2
46,female,150.7,46.5,light,loss,899.37
36,female,176.2,69.5,light,maintain,1960.16
58,female,171.6,75.9,active,maintain,2333.58
66,female,158.0,60.8,moderate,maintain,1653.35
31,male,167.9,81.0,light,maintain,2425.54
27,female,163.6,68.9,moderate,loss,1648.52
42,male,162.0,51.7,light,loss,1359.04
54,female,146.0,46.6,sedentary,maintain,1269.14
54,female,158.3,60.4,active,loss,1546.23
15,male,173.8,90.7,moderate,gain,3511.1
74,female,162.8,57.9,moderate,loss,1105.49
28,female,157.1,40.0,light,maintain,1484.3
35,female,172.2,77.0,sedentary,loss,1159.2
23,female,150.0,46.4,active,loss,1596.81
88,female,152.9,42.6,light,gain,1467.58
44,female,165.9,66.3,sedentary,maintain,1369.87
24,female,152.7,66.2,active,loss,1789.98
55,male,164.2,57.7,active,loss,1845.22
53,female,163.0,69.7,moderate,loss,1637.82
36,female,153.6,63.8,sedentary,maintain,1534.51
55,female,160.9,71.4,sedentary,gain,2172.67
25,female,156.4,50.6,light,loss,1221.88
31,female,155.1,45.6,moderate,loss,1290.66
15,female,145.2,41.2,moderate,gain,2006.97
16,male,176.3,85.6,moderate,gain,3540.54
72,female,152.0,62.4,light,loss,856.23
69,female,160.7,50.8,moderate,maintain,1777.62
41,male,170.4,97.5,moderate,gain,3516.29
69,male,173.1,57.4,moderate,gain,2429.32
37,female,160.8,73.7,active,loss,1958.11
35,female,163.5,82.5,active,maintain,2422.19
41,female,156.2,59.7,sedentary,gain,1736.95
37,male,186.2,71.2,active,maintain,3104.3
36,male,158.4,51.8,sedentary,gain,1954.76
60,female,160.2,58.6,active,loss,1423.64
42,female,168.7,82.1,moderate,gain,2872.99
52,male,179.3,59.8,moderate,maintain,2239.44
58,male,166.2,44.2,light,loss,1062.16
46,male,167.7,72.1,sedentary,maintain,1861.02
22,male,165.9,73.3,sedentary,loss,1513.57
15,female,166.8,91.4,active,gain,3679.4
42,male,168.3,50.4,light,gain,2761.08
36,male,177.3,73.5,light,maintain,1976.74
41,female,164.1,78.7,active,maintain,2356.45
39,male,196.3,94.6,sedentary,maintain,2416.6
86,female,164.5,62.6,moderate,loss,1228.61
16,male,167.7,77.5,light,maintain,2461.83
15,female,150.3,48.1,sedentary,loss,994.28
45,male,172.5,82.8,moderate,loss,1895.16
33,female,161.0,47.6,moderate,gain,2241.91
45,female,144.3,35.7,sedentary,loss,800.0
50,male,168.6,64.7,light,maintain,1880.97
63,female,164.4,43.2,moderate,gain,1613.84
15,female,157.7,60.7,sedentary,maintain,1534.78
29,male,183.7,54.7,light,maintain,2203.77
47,female,149.5,56.5,moderate,loss,1204.65
53,female,167.4,69.6,moderate,loss,1401.88
79,male,183.2,79.5,moderate,maintain,2282.04
57,male,183.6,87.5,light,maintain,2173.21
38,female,149.5,55.7,light,loss,976.8
23,female,164.5,61.4,moderate,maintain,1987.19
29,female,156.6,79.1,sedentary,gain,2273.7
29,female,150.8,58.6,light,loss,982.77
51,female,158.7,69.2,moderate,loss,1604.9
44,male,166.9,80.3,moderate,loss,2012.52
16,female,169.4,77.5,sedentary,maintain,1762.65
32,male,179.6,107.4,light,gain,3081.56
55,male,164.6,67.1,light,loss,1400.61
46,male,168.5,68.0,moderate,gain,2839.25
50,male,171.6,62.0,moderate,maintain,2267.85
46,female,161.4,59.5,sedentary,maintain,1436.07
69,female,170.1,59.9,sedentary,loss,839.92
44,female,167.5,75.9,moderate,maintain,2207.25
33,male,175.5,61.2,active,gain,2711.72
23,male,172.7,72.5,moderate,gain,2860.37
44,female,147.8,57.9,moderate,maintain,1657.1
15,male,186.6,85.9,active,maintain,3056.94
36,female,158.4,50.1,light,loss,1065.12
36,male,189.0,97.0,light,gain,2915.43
15,male,176.8,73.8,sedentary,gain,2942.25
23,male,193.2,59.7,active,maintain,2625.64
54,male,180.5,63.7,light,gain,2834.04
44,male,162.1,79.6,light,loss,1455.02
41,male,169.5,88.1,sedentary,loss,1811.31
45,male,173.5,79.4,light,gain,2893.03
41,female,155.0,66.1,sedentary,maintain,1601.18
62,female,159.0,51.8,light,maintain,1294.25
42,male,162.7,60.4,active,maintain,2387.71
15,male,175.1,90.6,sedentary,loss,1783.1
69,female,163.9,69.6,light,loss,1161.78
46,male,166.0,66.9,sedentary,maintain,1936.0
29,female,177.5,73.0,moderate,loss,1967.52
17,female,162.5,77.3,light,maintain,2097.1
47,female,155.5,70.2,sedentary,maintain,1640.56
37,female,149.0,59.7,active,gain,2750.09
68,female,162.5,64.1,moderate,loss,1240.38
33,male,172.7,66.8,active,maintain,2622.59
24,male,182.0,89.9,sedentary,gain,3230.42
56,female,160.9,49.3,light,loss,937.37
56,male,164.3,53.9,active,gain,2603.44
43,female,175.4,53.7,moderate,loss,1433.14
52,male,178.9,94.6,moderate,gain,3553.28
39,male,172.7,61.9,moderate,maintain,2455.97
44,male,176.5,80.4,moderate,gain,3095.36
60,male,179.3,75.3,moderate,loss,2030.07
51,male,162.1,97.4,sedentary,maintain,2121.05
36,male,176.4,80.9,moderate,maintain,2664.75
64,male,170.9,46.8,moderate,gain,2342.31
15,male,179.6,94.4,sedentary,loss,1915.68
76,female,156.1,54.2,light,loss,818.41
15,female,157.2,57.0,light,loss,1316.99
28,male,190.0,75.7,moderate,loss,2296.22
39,male,186.1,86.1,moderate,maintain,2554.7
37,male,150.0,55.8,moderate,loss,1482.72
58,female,171.3,61.9,moderate,gain,2375.18
20,male,174.3,66.0,light,maintain,2571.17
44,male,168.6,69.5,active,loss,2122.64
29,female,153.9,37.9,sedentary,loss,800.0
45,female,154.4,41.8,moderate,loss,1202.04
38,female,156.6,77.2,sedentary,maintain,1494.25
41,male,164.9,69.2,sedentary,maintain,1630.98
30,female,151.2,49.4,light,maintain,1466.76
30,male,165.6,44.9,light,gain,2286.92
45,female,164.6,64.3,moderate,loss,1468.94
56,male,175.5,87.5,light,gain,2731.83
29,male,180.0,116.2,sedentary,gain,2811.22
24,male,174.4,98.9,active,loss,3084.76
51,female,151.5,46.0,sedentary,gain,1635.16
39,male,179.4,70.1,active,gain,3591.11
54,male,166.0,47.9,active,maintain,2004.13
23,male,180.8,66.1,light,maintain,2628.42
15,female,152.7,53.7,sedentary,gain,1772.4
30,male,168.8,63.7,moderate,maintain,2395.33
26,male,171.7,98.1,moderate,gain,3246.16
38,male,181.1,59.3,light,loss,1620.82
28,male,176.6,74.2,sedentary,loss,1446.35
53,female,162.2,42.1,moderate,loss,903.16
34,male,192.0,93.9,light,maintain,2566.13
42,female,147.3,39.0,sedentary,gain,1809.1
42,female,153.7,68.4,active,maintain,2043.34
43,male,165.3,62.0,active,maintain,2577.23
39,female,147.8,38.7,light,maintain,1313.11
49,female,156.2,39.1,sedentary,loss,800.0
25,female,167.5,55.0,moderate,gain,2893.68
65,male,169.7,72.2,light,maintain,1966.58
35,female,159.3,65.7,sedentary,gain,2105.46
16,female,148.2,47.8,active,maintain,2018.82
43,male,167.8,79.3,active,maintain,3126.17
24,male,170.8,55.1,light,gain,2298.75
51,female,167.1,44.7,moderate,loss,1350.51
79,female,148.6,55.8,sedentary,loss,800.0
25,female,158.4,74.7,light,maintain,2050.95
45,male,184.8,101.9,sedentary,maintain,2446.24
15,female,158.4,45.6,sedentary,maintain,1428.69
48,male,156.0,52.4,light,loss,1250.86
24,female,172.2,80.9,moderate,gain,3074.03
28,female,167.9,59.7,light,gain,2200.1
20,male,182.8,81.8,light,loss,2285.0
53,female,148.0,45.5,sedentary,loss,800.0
58,male,188.6,67.9,moderate,gain,2967.62
40,female,155.8,48.5,light,maintain,1417.61
24,male,170.4,82.2,sedentary,maintain,2300.49
68,male,168.7,68.5,sedentary,loss,1180.77
26,female,169.6,85.5,sedentary,loss,1395.04
15,male,173.4,79.2,light,maintain,2293.84
48,female,165.9,85.9,sedentary,maintain,1773.27
20,male,175.7,85.4,moderate,loss,2184.17
57,male,174.1,83.1,active,gain,3409.35
33,male,166.5,65.0,sedentary,loss,1409.22
50,female,176.5,116.9,light,gain,2975.48
65,male,161.8,64.2,light,maintain,1863.51
18,male,178.7,51.1,active,gain,3431.59
29,male,178.4,80.2,sedentary,gain,2600.64
38,female,171.2,57.4,moderate,loss,1493.54
67,female,173.1,85.6,light,maintain,1983.8
28,male,173.8,82.3,light,loss,1879.83
29,male,179.8,74.8,sedentary,gain,2514.2
48,female,176.1,62.0,sedentary,gain,1972.13
29,male,174.4,75.0,sedentary,maintain,2101.59
42,male,165.4,57.8,sedentary,maintain,1679.24
15,male,171.5,81.1,sedentary,loss,1745.42
79,male,163.3,70.6,moderate,loss,1684.36
15,male,178.3,118.4,moderate,loss,2736.59
34,male,184.6,74.9,light,loss,1779.14
39,female,161.0,58.7,sedentary,loss,1032.57
74,male,160.4,60.0,sedentary,gain,1949.32
16,male,184.2,79.7,moderate,loss,2417.57
75,female,147.8,62.5,sedentary,loss,800.0
53,female,149.6,51.0,active,maintain,1640.67
47,female,160.6,84.8,active,gain,3116.93
22,female,164.0,71.6,sedentary,gain,2303.68
50,male,178.8,69.7,active,loss,2052.19
26,female,161.5,53.9,moderate,gain,2420.0
62,male,190.8,104.5,moderate,gain,3468.58
22,female,162.5,63.7,moderate,gain,2780.46
37,female,170.3,69.7,light,gain,2646.87
30,female,168.3,60.3,moderate,loss,1582.78
22,male,163.4,63.3,moderate,maintain,2118.69
53,female,160.6,54.5,moderate,gain,2354.79
49,female,179.0,96.5,moderate,gain,3577.74
61,female,158.0,67.9,sedentary,loss,988.09
15,male,168.9,66.2,light,maintain,2223.05
59,male,176.5,72.1,active,maintain,2721.72
85,female,158.3,61.1,sedentary,maintain,1285.61
31,male,167.9,67.6,light,maintain,2182.23
74,female,158.1,49.2,light,maintain,1426.19
35,male,187.9,56.5,sedentary,gain,2194.08
15,female,160.9,52.8,sedentary,gain,1999.54
34,male,163.0,62.3,light,gain,2611.78
58,female,149.9,46.5,light,maintain,1371.0
24,male,194.9,105.1,active,gain,4054.5
29,male,173.0,68.7,light,loss,1684.13
50,female,165.5,88.8,moderate,loss,1756.5
40,female,155.8,52.1,light,gain,1952.38
50,male,177.9,78.0,active,maintain,2943.06
44,female,173.7,68.5,moderate,loss,1648.87
48,female,156.8,63.9,sedentary,gain,2139.03
32,female,165.7,79.0,light,gain,2372.38
44,female,150.8,60.8,moderate,gain,2286.3
23,male,193.2,59.7,moderate,loss,2236.48
63,female,164.1,70.7,active,loss,1708.9
28,male,171.3,57.1,sedentary,maintain,1668.49
60,male,172.3,67.1,active,maintain,2709.04
35,female,157.9,67.6,light,gain,2340.07
43,female,158.3,47.5,sedentary,gain,2049.08
31,male,153.0,68.3,light,gain,2524.39
21,female,161.2,58.2,sedentary,loss,1177.12
15,female,160.9,87.4,moderate,gain,2971.04
21,male,179.4,78.2,active,gain,3551.51
34,male,170.3,91.9,active,loss,2726.94
43,male,168.1,83.0,moderate,loss,1840.28
58,female,161.9,55.7,light,gain,1749.75
31,female,149.1,40.3,active,loss,1198.51
24,male,176.3,76.2,light,gain,2640.11
15,male,158.2,53.5,active,loss,1691.59
48,female,171.0,90.9,active,maintain,2861.42
64,female,167.5,64.2,light,gain,2040.94
62,female,154.6,54.1,sedentary,gain,1701.78
52,male,181.0,58.0,light,gain,2526.51
51,female,162.9,68.7,active,gain,2819.61
70,female,153.9,44.3,moderate,gain,1923.84
45,male,156.8,63.9,moderate,gain,2706.1
51,female,164.5,72.0,sedentary,maintain,1651.77
34,male,167.9,58.1,sedentary,gain,2179.25
15,female,170.8,82.5,active,maintain,2715.04
27,male,175.1,69.8,light,maintain,1915.37
39,male,168.7,49.5,moderate,gain,2722.96
41,male,191.2,113.1,active,gain,3967.75
74,female,166.6,55.1,active,gain,2654.14
41,female,140.0,51.5,light,loss,955.08
61,female,158.1,64.8,light,maintain,1715.8
32,female,150.9,58.7,moderate,loss,1441.64
34,male,167.8,72.3,light,maintain,2291.22
16,female,160.8,50.8,moderate,maintain,2037.62
26,female,164.8,85.9,sedentary,gain,2513.99
49,male,177.4,89.0,moderate,loss,2253.24
40,male,184.7,89.2,active,loss,2576.86
56,male,180.7,58.8,active,gain,2741.83
43,male,180.2,63.6,light,gain,2712.32
33,female,163.6,72.2,light,loss,1581.15
78,male,186.6,55.7,sedentary,loss,1096.05
38,female,159.5,64.9,light,loss,1293.89
60,female,159.7,45.9,light,gain,1697.3
32,male,157.8,50.1,moderate,maintain,1999.34
52,male,184.5,60.1,sedentary,maintain,1644.08
56,male,174.3,76.3,light,maintain,1992.73
43,male,201.4,117.7,light,maintain,3081.97
15,male,171.4,75.1,sedentary,loss,1595.44
40,female,162.7,69.0,sedentary,gain,2231.63
62,male,179.9,80.1,light,gain,2875.02
49,female,153.2,63.5,moderate,gain,2196.22
48,male,178.2,82.9,moderate,gain,2721.01
15,female,162.3,42.1,light,gain,2006.71
27,female,159.6,71.5,sedentary,loss,1139.86
47,female,171.4,81.1,sedentary,loss,1332.7
47,male,166.9,62.3,sedentary,gain,2318.23
61,male,177.5,50.4,sedentary,loss,1072.29
37,male,188.1,88.8,moderate,loss,2544.39
47,female,156.3,62.3,sedentary,loss,1113.93
40,female,159.6,56.1,sedentary,gain,1921.14
22,male,196.1,95.5,sedentary,loss,1958.68
15,male,179.3,92.6,light,loss,2087.5
47,female,158.0,86.8,light,gain,2562.21
43,female,168.4,70.0,sedentary,maintain,1782.87
28,male,169.9,73.6,sedentary,loss,1443.21
15,male,160.9,52.5,active,gain,2937.85
51,male,187.4,76.3,active,loss,2317.37
35,female,153.2,54.9,moderate,gain,2127.26
50,female,181.6,96.6,sedentary,maintain,2047.65
73,male,170.6,80.6,light,loss,1597.72
15,male,194.2,123.3,moderate,gain,4171.16
27,male,162.7,45.8,light,maintain,2086.6
36,male,184.2,61.2,light,maintain,2245.83
66,male,179.5,93.3,moderate,gain,2932.75
15,female,168.7,86.9,light,loss,1900.16
74,male,183.7,81.5,light,maintain,2145.36
42,female,158.0,40.0,light,gain,1853.5
38,female,151.5,47.4,moderate,maintain,1638.82
36,female,161.6,66.6,moderate,maintain,2028.03
32,female,163.8,53.5,moderate,loss,1445.53
58,female,158.2,62.2,light,maintain,1830.57
20,female,164.2,87.8,moderate,maintain,2481.02
46,female,164.6,82.4,active,loss,2035.35
33,female,154.7,66.2,moderate,loss,1544.03
26,male,178.6,75.6,light,maintain,2315.77
86,male,172.6,64.9,moderate,loss,1475.96
47,male,168.7,78.0,moderate,maintain,2659.86
51,male,182.1,80.0,active,gain,3289.2
60,male,168.0,68.5,moderate,loss,1624.42
15,female,158.3,42.7,moderate,gain,2620.38
71,female,162.6,54.9,moderate,maintain,1489.43
15,female,173.0,82.0,sedentary,gain,2652.11
26,female,163.5,50.9,light,gain,2174.62
31,female,166.2,69.6,sedentary,gain,2015.52
50,male,172.3,76.8,light,loss,1654.89
43,male,174.3,79.3,moderate,gain,3043.97
36,female,161.6,69.3,light,gain,2101.66
39,male,177.6,84.6,sedentary,maintain,2183.57
22,male,172.3,62.9,light,maintain,2252.53
15,male,187.1,60.9,sedentary,loss,1511.61
53,male,171.6,59.1,moderate,loss,1731.77
52,male,159.6,69.5,moderate,maintain,2260.78
68,female,183.9,62.9,moderate,maintain,2160.01
25,male,172.1,57.2,sedentary,loss,1232.05
52,male,186.8,67.3,sedentary,loss,1374.39
34,female,173.2,48.0,active,gain,2809.03
61,female,169.6,54.2,sedentary,maintain,1414.1
58,female,160.4,73.3,moderate,maintain,1670.91
43,female,164.3,56.1,moderate,maintain,1658.53
33,female,151.8,37.2,light,maintain,1367.48
57,female,177.9,68.7,light,loss,1516.32
51,female,155.2,63.3,sedentary,maintain,1381.61
27,female,160.0,40.9,active,loss,1484.87
16,male,175.9,87.5,light,gain,3129.86
34,female,161.1,45.5,sedentary,loss,891.86
67,female,156.7,54.6,light,loss,984.31
60,male,187.5,78.0,sedentary,maintain,2119.5
19,female,169.6,61.8,moderate,gain,2875.67
18,female,164.6,64.2,light,gain,2346.61
62,female,158.8,69.4,sedentary,loss,948.0
19,female,170.5,69.2,sedentary,maintain,1868.04
49,male,170.8,62.1,sedentary,loss,1279.89
28,male,189.1,93.2,sedentary,gain,2994.75
69,female,162.9,66.2,light,loss,975.81
26,male,186.1,72.7,moderate,gain,3506.1
60,male,174.0,73.2,sedentary,gain,2051.69
43,male,175.6,63.6,sedentary,gain,2206.1
44,male,186.0,69.6,light,gain,2797.43
15,male,194.7,104.8,light,loss,2512.8
15,male,189.0,93.0,moderate,maintain,3477.89
36,female,169.0,78.5,active,loss,1916.41
44,female,166.7,74.6,light,loss,1398.66
19,male,170.4,58.1,sedentary,loss,1179.18
20,male,177.7,90.0,sedentary,maintain,2319.24
50,male,166.8,63.0,light,maintain,1934.54
50,female,165.0,76.7,moderate,gain,2420.68
37,female,165.5,64.2,moderate,maintain,2251.45
54,female,146.3,54.4,sedentary,maintain,1326.09
18,female,162.3,67.3,moderate,maintain,2237.65
33,female,165.3,75.6,moderate,gain,2988.53
69,female,161.3,43.3,active,gain,2100.11
41,male,178.2,53.7,sedentary,maintain,1828.05
42,female,151.3,61.8,sedentary,loss,987.54
81,female,155.8,62.1,sedentary,loss,800.0
15,female,170.3,59.5,light,gain,2530.89
54,male,175.0,78.5,light,loss,1739.56
69,female,164.7,47.9,active,gain,2069.92
34,male,170.1,111.9,sedentary,gain,2659.47
55,male,175.2,91.8,moderate,maintain,2794.9
22,female,143.6,55.3,moderate,gain,2281.41
27,female,168.8,69.3,sedentary,gain,2012.54
46,female,176.5,66.1,sedentary,maintain,1713.86
54,male,165.4,49.5,moderate,loss,1555.03
60,female,154.5,56.0,moderate,maintain,1515.4
68,male,179.0,64.5,active,maintain,2463.62
38,male,188.3,72.3,moderate,gain,3493.04
61,female,162.0,46.2,moderate,maintain,1463.94
33,female,152.2,58.2,moderate,maintain,2093.99
56,female,160.3,57.3,sedentary,maintain,1330.43
43,male,165.7,72.5,moderate,loss,1894.93
48,female,156.6,63.9,active,maintain,1895.1
47,male,172.3,74.3,light,loss,1525.29
15,female,154.6,85.9,light,loss,1607.92
19,male,168.0,78.2,light,loss,2012.71
41,female,162.6,48.5,active,maintain,2278.17
15,female,163.7,69.9,sedentary,gain,2699.53
54,male,162.2,62.5,moderate,gain,2606.31
55,male,178.6,57.3,moderate,loss,1656.78
45,female,158.9,44.5,moderate,loss,1052.86
19,male,181.5,85.8,light,maintain,2819.16
64,male,182.0,89.9,active,loss,2344.64
76,male,170.1,55.8,sedentary,maintain,1470.73
42,male,180.5,92.4,sedentary,maintain,2294.42
49,female,155.3,61.0,light,loss,1150.08
43,male,186.9,102.6,sedentary,maintain,2279.86
49,female,155.6,70.0,light,maintain,1729.69
37,female,164.8,63.3,sedentary,maintain,1515.54
39,female,160.5,80.8,moderate,maintain,2123.77
56,male,165.8,52.1,light,loss,1172.83
82,female,169.2,99.5,moderate,loss,1611.5
15,female,157.1,49.5,light,loss,1236.15
38,female,148.4,52.4,sedentary,loss,806.51
18,female,140.0,42.0,sedentary,loss,800.0
68,female,155.0,53.6,sedentary,loss,800.0
29,male,187.4,130.5,sedentary,maintain,2558.95
15,female,172.1,64.9,sedentary,gain,2187.97
51,male,168.5,79.0,light,loss,1824.74
71,female,159.0,58.0,sedentary,loss,800.0
51,female,158.3,70.7,light,maintain,1828.85
43,male,163.0,57.3,sedentary,maintain,1838.67
